Name,RFIDTag,2020-10-05,2020-10-06,2020-10-07,2020-10-08,2020-10-09,2020-10-10,2020-10-11,2020-10-12,2020-10-13,2020-10-14,2020-10-15
Auto-Detected_,840003218358628,1580,1551.8,1630.0,1583.3,1598.6,1580.6,1593.4,0,1551.8,1550.0,1608.8
Auto-Detected_,840003218358629,1230,1231.9,1254.6,1280.9,1282.0,1316.8,1249.5,0,1271.2,1304.8,1282.1
Auto-Detected_,840003218358635,1538,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
Auto-Detected_,840003218358638,1435,1404.9,1404.4,1414.8,1418.7,1394.7,1384.6,0,1398.4,1442.5,1413.3
Auto-Detected_,840003218358639,1490,1458.6,1548.0,1521.4,1570.8,1492.6,1479.3,0,1543.9,1513.8,1535.2
Auto-Detected_,840003218358640,1515,1507.6,1631.3,1622.5,0.0,1604.6,0.0,0,0.0,1593.2,1521.2
Auto-Detected_,840003218358641,1360,1358.0,1330.2,1365.8,1356.9,1348.1,1370.0,0,1367.8,1366.5,1365.3
Auto-Detected_,840003218358642,1545,1539.6,1561.4,1558.7,1567.4,1528.0,1532.3,0,1574.9,1594.4,1533.4
Auto-Detected_,840003218358643,1450,1470.0,1436.3,1458.7,1474.7,1474.0,1453.3,0,1428.2,1481.9,1481.6
